Date,x,y,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets
2010-04-01,23.72,26.92,-1.034149920300921,2.3899638904621554,,False,False,0.0,False,False,0.0,0.0,,,
2010-05-01,23.79,27.07,-1.0568608129278672,1.9272812604460405,,False,False,0.0,False,False,0.0,0.0,-0.00886149277772827,-0.0,1.0
2010-06-01,23.88,27.28,-1.0676628637145744,1.7842108144959639,,False,False,0.0,False,False,0.0,0.0,-0.0027109105928703747,-0.0,1.0
2010-07-01,23.77,27.19,-1.074607973003071,1.6465684817170008,,False,False,0.0,False,False,0.0,0.0,-0.002610153157418585,-0.0,1.0
2010-08-01,24.05,27.33,-1.0790364800415826,1.3791726549999375,,False,False,0.0,False,False,0.0,0.0,-0.005018612511131663,-0.0,1.0
2010-11-01,24.29,27.25,-1.0810697128355495,0.9908166752245045,,False,False,0.0,False,False,0.0,0.0,-0.007257744477584259,-0.0,1.0
2010-12-01,23.49,26.77,-1.082905155990144,1.3325578857915197,-0.6644455489180027,False,False,0.0,False,False,0.0,0.0,0.006545833251501301,0.0,1.0
2010-01-13,23.85,27.04,-1.0842090111907856,1.1816150830997607,-0.8372144028786692,False,False,0.0,False,False,0.0,0.0,-0.00285344822774608,-0.0,1.0
2010-01-14,24.15,27.12,-1.0845998646427752,0.9269132688769801,-1.235853118458204,False,False,0.0,False,False,0.0,0.0,-0.004777472658961448,-0.0,1.0
2010-01-15,23.64,26.72,-1.0848279827255085,1.074666488368976,-0.5723961116989038,False,False,0.0,False,False,0.0,0.0,0.002821584616837741,0.0,1.0
2010-01-19,23.99,26.75,-1.084250270277771,0.7388360160362772,-1.5394480711296856,False,False,0.0,False,False,0.0,0.0,-0.006365107343628192,-0.0,1.0
2010-01-20,23.28,26.14,-1.0836043366864196,0.9136910419401509,-0.5610488864948036,False,False,0.0,False,False,0.0,0.0,0.003404080017636489,0.0,1.0
2010-01-21,22.5,25.6,-1.0835355352773743,1.2204504562590799,0.7965971073338367,False,True,0.0,False,False,0.0,0.0,0.006137698661138599,0.0,1.0
2010-01-22,22.04,25.08,-1.0837340895892178,1.1945006654536385,0.875755649058443,False,False,0.0,False,False,0.0,0.0,-0.0005299607102573371,-0.0,1.0
2010-01-25,22.378,25.15,-1.0835305110319997,0.9027542241259106,-0.5347282711319861,False,False,0.0,False,True,0.0,0.0,-0.00590612769488089,-0.0,1.0
2010-01-26,21.98,25.07,-1.0837450984303356,1.2492827365012218,1.0657901853220622,False,True,0.0,False,False,0.0,0.0,0.007087818133403112,0.0,1.0
2010-01-27,21.88,24.95,-1.0841558764380141,1.2286694235362496,0.7950934296258437,False,False,0.0,False,False,0.0,0.0,-0.00042352063773124464,-0.0,1.0
2010-01-28,21.68,24.69,-1.0845811314338758,1.176281070513575,0.32956905724763097,False,False,0.0,False,False,0.0,0.0,-0.0010868114366717162,-0.0,1.0
2010-01-29,21.1,24.44,-1.085650659371582,1.5327710872596185,1.733005594751414,False,False,0.0,False,False,0.0,0.0,0.007529268870265771,0.0,1.0
2010-01-02,21.61,24.9,-1.0868744405315802,1.4126433401125489,0.8591286204935289,False,False,0.0,False,False,0.0,0.0,-0.002482626773589683,-0.0,1.0
2010-02-02,21.76,25.2,-1.0883698282249017,1.517072537826138,1.0328902435369272,False,False,0.0,False,False,0.0,0.0,0.0021363122696446035,0.0,1.0
